fileName,uploadId,fullName,Documents (from uploadLinkId),uploadLinkId,documentRequestId,fileSize,fileType,s3Key,s3Bucket,uploadedAt,download_url
Freelancer-Proof-of-Income-Template-edit-online.png,recvUWWnzL169oDH4,Mandy Liv,Employer verification letter,recprTnniyjGxNApq,rec4DMGqMqdIsXySU,245289,image/png,uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/b1c2fc4a-bb3a-4aed-a6b5-915c9b452c56-Freelancer-Proof-of-Income-Template-edit-online.png,fox-finance-dev-fox-finance-uploads,4/13/2026 10:43am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/b1c2fc4a-bb3a-4aed-a6b5-915c9b452c56-Freelancer-Proof-of-Income-Template-edit-online.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T154354Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=281293480d8991ea89b427f733ce9c3f56371093d1a3f3b9035765b192bd3d0f
Freelancer-Proof-of-Income-Template-edit-online.png,rechn8wtc93zVKCL8,Mandy Liv,Bank statement (last 2 months),recprTnniyjGxNApq,rec6QAUiDGoUYsLnn,245289,image/png,uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/e0e67198-9538-491b-83b3-9048137f8837-Freelancer-Proof-of-Income-Template-edit-online.png,fox-finance-dev-fox-finance-uploads,4/13/2026 10:43am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/e0e67198-9538-491b-83b3-9048137f8837-Freelancer-Proof-of-Income-Template-edit-online.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T154355Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ea93a1e7ac1391b44dd15adfff2588514e240a3779764c5512e5a5ebbdc109cf
DL Example.png,recYBOKH1K9Cp8nTH,Mandy Liv,Government-issued ID,recprTnniyjGxNApq,recA583bM9o3OKZiE,724467,image/png,uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/640cc1cb-d261-442e-80a3-24ce963e2bee-DL_Example.png,fox-finance-dev-fox-finance-uploads,4/13/2026 10:43am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/640cc1cb-d261-442e-80a3-24ce963e2bee-DL_Example.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T154357Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=787ffa69a519a775ad0b36c66ca065ac3b60ec3b312c926951fc48be8b289824
Proof of Address example.jpg,reczxQFFpLSko94si,Mandy Liv,Pay stubs (last 2 months),recprTnniyjGxNApq,recQ7OpRScZ74XsAh,7723,image/jpeg,uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/e07ecb1a-d579-4a3c-a3c0-a4bded87e324-Proof_of_Address_example.jpg,fox-finance-dev-fox-finance-uploads,4/13/2026 10:44am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/e07ecb1a-d579-4a3c-a3c0-a4bded87e324-Proof_of_Address_example.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T154359Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=3511ab1071d5cd2fb03996452d82533d7fb4dfb3b76cad9f1a5580c11b5cc538
Proof of Address example.jpg,rec7zvHMIBHwSB3zH,Mandy Liv,Employer verification letter,recprTnniyjGxNApq,rec4DMGqMqdIsXySU,7723,image/jpeg,uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/d63ec518-82a2-43e8-b349-5a775631b3fe-Proof_of_Address_example.jpg,fox-finance-dev-fox-finance-uploads,4/13/2026 10:47am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recnvW09qUxssnJYa/recprTnniyjGxNApq/d63ec518-82a2-43e8-b349-5a775631b3fe-Proof_of_Address_example.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T154747Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=20f7f22feaff714f129d963bd0cfffb49284940ee88d80ffae49152dd8f24e1b
Screenshot 2025-04-23 at 8.59.42 AM.png,recqnZTdATlngYviZ,Alexander Goldin,Pay stubs (last 2 months),recaAT8nIp5iJZ86P,recP33IOuIguklbXA,2079343,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/d04ef5a4-59a3-4d8f-8b98-f4a12b8ce589-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:25am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/d04ef5a4-59a3-4d8f-8b98-f4a12b8ce589-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T162511Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=c7b3fb22770a3f37eeee3c85c0d23eec9d72a017b852ed7399f01b6322016cd9
Screenshot 2025-04-23 at 9.04.02 AM.png,recaJQQgWFMVKBBja,Alexander Goldin,Proof of residential address,recaAT8nIp5iJZ86P,recZbfFNmkMn2zdb7,662154,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/ef3d0a9a-564f-454a-99a3-22e52026da20-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:25am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/ef3d0a9a-564f-454a-99a3-22e52026da20-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T162532Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=c3092943e9567a2e6004028ea257e1debabfdc9c3955eb093cc869c83d3dceb9
Screenshot 2025-04-23 at 9.04.02 AM.png,recZPoZTzgoIHSy7v,Alexander Goldin,Government-issued ID,recaAT8nIp5iJZ86P,recejlmXVUkTftGMv,662154,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/ad8ca25b-5603-4ef6-a37f-5f8c88f69050-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:25am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/ad8ca25b-5603-4ef6-a37f-5f8c88f69050-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T162554Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=923f9727512bff02066c6cfc4719df70b4947ea42b2397e8617efb3d08a632b0
Screenshot 2025-04-23 at 9.03.36 AM.png,recGVvTCMl6qZS3Nv,Alexander Goldin,Employer verification letter,recaAT8nIp5iJZ86P,recohd5YLiHMsXYhZ,1623037,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/e4a43f00-a457-4242-b735-69b87c7c86fd-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:26am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/e4a43f00-a457-4242-b735-69b87c7c86fd-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T162647Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=6bc27ac3942dd99e023403bba2e39911a2c79ab0353cf441c0955925122a8aa6
Screenshot 2025-04-23 at 8.59.42 AM.png,rec0J0VWBRqNPn8q5,Alexander Goldin,Pay stubs (last 2 months),recaAT8nIp5iJZ86P,recP33IOuIguklbXA,2079343,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/2b3fd8c3-fb33-404d-9a2e-b9bf65e07633-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:35am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/2b3fd8c3-fb33-404d-9a2e-b9bf65e07633-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T163502Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ab5b50e94d836778fd1147f892231c9224d9c0dffe174abdfad0828d0aa22d43
Screenshot 2025-04-23 at 9.01.42 AM.png,rec3BCqfOunHE5zk6,Alexander Goldin,Proof of residential address,recaAT8nIp5iJZ86P,recZbfFNmkMn2zdb7,2089132,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/cc13f6b9-c5bc-48ae-a173-90c4b7adfe92-Screenshot_2025-04-23_at_9.01.42 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:35am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/cc13f6b9-c5bc-48ae-a173-90c4b7adfe92-Screenshot_2025-04-23_at_9.01.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T163507Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=9edc897508a365ed9f5c705c34c06f08e0ec65ff2157f0a86c678280f6d3a556
Screenshot 2025-04-23 at 9.03.36 AM.png,recJatRRUtjEd5D2z,Alexander Goldin,Government-issued ID,recaAT8nIp5iJZ86P,recejlmXVUkTftGMv,1623037,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/539b1238-0059-4aa7-a4d5-dd194d1b59db-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:35am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/539b1238-0059-4aa7-a4d5-dd194d1b59db-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T163509Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=5c3332b4618aeb5a660701d768a594e7332e6628159ed1d8594cfce2f9835bf6
Screenshot 2025-04-23 at 8.59.42 AM.png,recACSFEPfiXTkZUT,Alexander Goldin,Employer verification letter,recaAT8nIp5iJZ86P,recohd5YLiHMsXYhZ,2079343,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/8ff2bd95-c302-4da6-990c-0318ba3bf5ef-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:35am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/8ff2bd95-c302-4da6-990c-0318ba3bf5ef-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T163511Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=d817f748e27c1e8aa0324c0930eb9667e3915fa37938795936dc339966919b99
I-9Presentation.pdf,rec3S0hI6y69F6rWH,Alexander Goldin,Pay stubs (last 2 months),recaAT8nIp5iJZ86P,recP33IOuIguklbXA,8935789,application/pdf,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/3ff3aa15-73ac-4449-a119-48724fa0b069-I-9Presentation.pdf,fox-finance-dev-fox-finance-uploads,4/13/2026 11:39am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/3ff3aa15-73ac-4449-a119-48724fa0b069-I-9Presentation.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T163905Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=28a0656f2f2c57050842db6ddf8f9e03d69b5b9ce79c14d43b70e304f9f977d8
Screenshot 2025-04-23 at 9.04.02 AM.png,recUkJq2POQGsHAFS,Alexander Goldin,Employer verification letter,recaAT8nIp5iJZ86P,recohd5YLiHMsXYhZ,662154,image/png,uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/65df54c4-a018-4567-8e17-91546ac8a557-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/13/2026 11:39am,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/rec6TxOO0m0EAnAH8/recaAT8nIp5iJZ86P/65df54c4-a018-4567-8e17-91546ac8a557-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260413%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260413T163907Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=7d35f7ec068fc4842906d763a4292195fd26b4f21125e02034f6ff9cf8f74c01
Screenshot 2025-04-23 at 8.59.42 AM.png,recdRTlWo9L1b2vOY,John Smith,Proof of residential address,recmFweFJV2ILNwS6,rec6qiEvX4iQuRiCw,2079343,image/png,uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/cd0dee9a-aa92-4559-b00b-7cc0264e8a4e-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/15/2026 4:25pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/cd0dee9a-aa92-4559-b00b-7cc0264e8a4e-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260415%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260415T212528Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=787d01aaa86179a2364cbd1f95564f211019f64536ca1af3ba5074083435f268
Screenshot 2025-04-23 at 9.03.36 AM.png,recPzIqz6NTYcdIqM,John Smith,Proof of active bank account (Bank statement),recmFweFJV2ILNwS6,recMD5zxXxP41vxY8,1623037,image/png,uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/e81a0748-9371-4ad3-8cfc-acd85d06db54-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/15/2026 4:25pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/e81a0748-9371-4ad3-8cfc-acd85d06db54-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260415%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260415T212531Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=3ad1c5104c10ab784d88f5f842535d7beeff567a2208f7a1a21a97681fe79e1c
Screenshot 2025-04-23 at 9.04.02 AM.png,recs5hJywocGwaL6I,John Smith,Employer verification letter,recmFweFJV2ILNwS6,recO2JNDPROPOEPhM,662154,image/png,uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/77519038-bd4b-490d-aa7c-6c2406e22738-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/15/2026 4:25pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/77519038-bd4b-490d-aa7c-6c2406e22738-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260415%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260415T212533Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=66e8a39ab0f57d8535dbbfe12cbf1a69d66cd9fcbc52e97d8604cdf666f95b3c
Screenshot 2025-04-23 at 9.01.42 AM.png,recWVAX7iWNts17zC,John Smith,Government-issued ID (Driver's License or Passport),recmFweFJV2ILNwS6,recUp3Hmd9R0LKlV1,2089132,image/png,uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/837a71d6-cb0c-4877-a060-3d7fb2cf7e1a-Screenshot_2025-04-23_at_9.01.42 AM.png,fox-finance-dev-fox-finance-uploads,4/15/2026 4:25pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/837a71d6-cb0c-4877-a060-3d7fb2cf7e1a-Screenshot_2025-04-23_at_9.01.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260415%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260415T212535Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=f2cb7c4f53f1ce006fe104ab8fc23fedfe0d060d72c57c4a522235e091dad40a
Screenshot 2025-04-23 at 8.59.42 AM.png,recLvsrDfRpsahSFS,John Smith,Pay stubs (Last 2–3 months),recmFweFJV2ILNwS6,recZkydM7JczhDadp,2079343,image/png,uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/cb25ddc7-ad04-4937-852d-6c2767147388-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/15/2026 4:25pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/cb25ddc7-ad04-4937-852d-6c2767147388-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260415%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260415T212537Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=e08a2dc50694919e8790e6de91311fe17ebe8a7f6aae0a502d5c7250ef1f8c93
Screenshot 2025-04-23 at 9.03.36 AM.png,recYN2FrPYk3i4NkA,John Smith,Proof of active bank account (Bank statement),recmFweFJV2ILNwS6,recMD5zxXxP41vxY8,1623037,image/png,uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/714476db-ca10-4894-82e1-3f99ba4ad4c6-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/15/2026 4:33pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/714476db-ca10-4894-82e1-3f99ba4ad4c6-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260415%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260415T213321Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=5f480fd5c045ed21da00a8c2ff7215dda00728a6e68f6ec64562a9da4c2bc28c
Screenshot 2025-04-23 at 9.03.36 AM.png,recTOykd6SmYwDQOf,John Smith,Employer verification letter,recmFweFJV2ILNwS6,recO2JNDPROPOEPhM,1623037,image/png,uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/d5aee5b9-8dd5-4e02-a730-c6a28025f56c-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/15/2026 4:33pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recp6ar15wXsVaxQw/recmFweFJV2ILNwS6/d5aee5b9-8dd5-4e02-a730-c6a28025f56c-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260415%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260415T213323Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=a4533240ab102c5c9ead5f5dfbc650ab45fb21cc0339687e3f5408142d98e927
Screenshot 2025-04-23 at 8.59.42 AM.png,recp7knZp2FYPPStQ,Robert De Niro,Employer Verification Letter,reckGYSOjLF3H7ENy,rec9Xp63i7tOQIGBS,2079343,image/png,uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/680d3727-7af9-431f-a4a7-c29c59797ee0-Screenshot_2025-04-23_at_8.59.42 AM.png,fox-finance-dev-fox-finance-uploads,4/17/2026 4:39pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/680d3727-7af9-431f-a4a7-c29c59797ee0-Screenshot_2025-04-23_at_8.59.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260417%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260417T213914Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=01ecb6e4dd442e00a21fc31272504af32e11e6fd5e5bfce0e245dfad68819764
Screenshot 2025-04-23 at 9.01.42 AM.png,recVQrimWEjHif0aF,Robert De Niro,Recent Pay Stubs,reckGYSOjLF3H7ENy,rec9bbeQcJbA23eXd,2089132,image/png,uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/50039c9e-6bbd-4565-9fa5-b7b4c6346f1b-Screenshot_2025-04-23_at_9.01.42 AM.png,fox-finance-dev-fox-finance-uploads,4/17/2026 4:39pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/50039c9e-6bbd-4565-9fa5-b7b4c6346f1b-Screenshot_2025-04-23_at_9.01.42%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260417%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260417T213917Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=abf29a78875f17a7e2fd6b9ddf07d18e2ec7a2cd430a70c7021d77adb70c5a1d
Screenshot 2025-04-23 at 9.04.02 AM.png,recKeG19xQBKwP7J5,Robert De Niro,Government-issued ID,reckGYSOjLF3H7ENy,recZ8MdjVm3tkwmft,662154,image/png,uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/17e22c3d-ae26-4c30-ba82-4f1d06d16ff1-Screenshot_2025-04-23_at_9.04.02 AM.png,fox-finance-dev-fox-finance-uploads,4/17/2026 4:39pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/17e22c3d-ae26-4c30-ba82-4f1d06d16ff1-Screenshot_2025-04-23_at_9.04.02%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260417%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260417T213919Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=11b5691debc05d6c2bfdf8010d38866fc88716e2a14a84f0f2e2088b460b6054
Screenshot 2025-04-23 at 9.03.36 AM.png,rechckSznjyrojWSN,Robert De Niro,Bank Statement or Voided Check,reckGYSOjLF3H7ENy,recdmrpm1Fq6x6el5,1623037,image/png,uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/cb8e5533-c0b1-452f-8676-cedb39533f4c-Screenshot_2025-04-23_at_9.03.36 AM.png,fox-finance-dev-fox-finance-uploads,4/17/2026 4:39pm,https://fox-finance-dev-fox-finance-uploads.s3.amazonaws.com/uploads/recibMhRxMlP9kxh2/reckGYSOjLF3H7ENy/cb8e5533-c0b1-452f-8676-cedb39533f4c-Screenshot_2025-04-23_at_9.03.36%E2%80%AFAM.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARTCUISOE62CEUPG3%2F20260417%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260417T213922Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=87aeed3e0ec1928fb0cda14184425ac10b6d8150eba68b6854c3516027dcd085
